id,Nom,Prénom,Age,Taille,Poids,Salaire
465,Nom_465,Prenom_465,39,178.42,94.86,11168.3
466,Nom_466,Prenom_466,21,156.51,83.75,13956.21
467,Nom_467,Prenom_467,32,192.92,57.39,8696.49
468,Nom_468,Prenom_468,23,173.59,81.0,10297.25
469,Nom_469,Prenom_469,29,156.96,59.97,7260.19
470,Nom_470,Prenom_470,29,180.84,71.18,12475.58
471,Nom_471,Prenom_471,32,187.82,63.81,9865.02
472,Nom_472,Prenom_472,29,186.76,59.34,13592.02
473,Nom_473,Prenom_473,34,153.82,63.84,6287.56
474,Nom_474,Prenom_474,35,174.71,92.89,6836.32
475,Nom_475,Prenom_475,38,183.21,87.53,13776.2
476,Nom_476,Prenom_476,42,185.03,62.53,8088.71
477,Nom_477,Prenom_477,34,175.71,82.08,7338.41
478,Nom_478,Prenom_478,28,191.1,88.45,10520.84
479,Nom_479,Prenom_479,34,170.84,58.77,8041.85
480,Nom_480,Prenom_480,40,171.02,87.92,10697.14
481,Nom_481,Prenom_481,29,158.02,56.39,9254.65
482,Nom_482,Prenom_482,21,167.87,57.56,6664.97
483,Nom_483,Prenom_483,32,158.2,80.75,12210.73
484,Nom_484,Prenom_484,38,175.25,54.11,6810.14
485,Nom_485,Prenom_485,21,154.86,71.49,6386.79
486,Nom_486,Prenom_486,40,155.73,70.54,13434.2
487,Nom_487,Prenom_487,24,152.2,80.98,10699.67
488,Nom_488,Prenom_488,36,171.29,68.08,12389.81
489,Nom_489,Prenom_489,27,169.63,94.72,7195.51
490,Nom_490,Prenom_490,21,183.95,93.03,6082.47
491,Nom_491,Prenom_491,28,176.7,56.99,7236.59
492,Nom_492,Prenom_492,41,150.99,63.54,11246.71
493,Nom_493,Prenom_493,30,152.33,85.71,9156.74
494,Nom_494,Prenom_494,34,168.33,62.5,7589.29
495,Nom_495,Prenom_495,41,178.19,84.64,10425.13
496,Nom_496,Prenom_496,34,182.55,80.59,7809.81
497,Nom_497,Prenom_497,33,162.85,83.02,11299.47
498,Nom_498,Prenom_498,32,179.55,68.62,7950.79
499,Nom_499,Prenom_499,38,154.15,93.82,10260.65
500,Nom_500,Prenom_500,38,193.88,78.76,10190.85
501,Nom_501,Prenom_501,38,198.92,84.54,13668.8
502,Nom_502,Prenom_502,31,168.98,83.34,10617.37
503,Nom_503,Prenom_503,25,166.15,55.94,8061.33
504,Nom_504,Prenom_504,41,180.93,64.17,12061.03
505,Nom_505,Prenom_505,35,170.4,68.32,9199.14
506,Nom_506,Prenom_506,21,160.53,73.46,7203.62
507,Nom_507,Prenom_507,26,191.02,78.18,8247.08
508,Nom_508,Prenom_508,42,173.56,61.49,7991.79
509,Nom_509,Prenom_509,36,163.14,86.96,9119.29
510,Nom_510,Prenom_510,27,193.32,78.79,12015.85
511,Nom_511,Prenom_511,27,152.5,54.08,11915.55
512,Nom_512,Prenom_512,28,154.2,82.33,10811.89
513,Nom_513,Prenom_513,33,176.98,90.79,12926.0
514,Nom_514,Prenom_514,40,151.33,86.16,13995.29
515,Nom_515,Prenom_515,24,153.68,73.7,11639.26
516,Nom_516,Prenom_516,34,160.5,52.13,12701.26
517,Nom_517,Prenom_517,28,165.16,90.45,10507.73
518,Nom_518,Prenom_518,21,170.19,75.57,6259.92
519,Nom_519,Prenom_519,40,152.66,80.98,12390.95
520,Nom_520,Prenom_520,32,191.85,93.33,11631.55
521,Nom_521,Prenom_521,30,174.24,54.12,7695.26
522,Nom_522,Prenom_522,38,187.61,73.75,13962.81
523,Nom_523,Prenom_523,42,185.8,59.05,10562.86
524,Nom_524,Prenom_524,29,161.04,71.01,13003.19
525,Nom_525,Prenom_525,27,194.24,87.17,10181.25
526,Nom_526,Prenom_526,26,161.97,59.37,12348.95
527,Nom_527,Prenom_527,21,161.32,77.88,6822.47
528,Nom_528,Prenom_528,27,155.76,94.54,13030.45
529,Nom_529,Prenom_529,26,171.68,84.93,7988.63
530,Nom_530,Prenom_530,32,178.98,68.45,12966.74
531,Nom_531,Prenom_531,36,172.89,61.16,12166.22
532,Nom_532,Prenom_532,38,191.85,65.13,10736.39
533,Nom_533,Prenom_533,32,164.12,82.6,13633.76
534,Nom_534,Prenom_534,40,153.05,67.68,12026.73
535,Nom_535,Prenom_535,31,194.2,79.12,6337.66
536,Nom_536,Prenom_536,27,178.01,73.87,6832.09
537,Nom_537,Prenom_537,41,160.25,62.75,11551.13
538,Nom_538,Prenom_538,34,185.36,76.02,13873.77
539,Nom_539,Prenom_539,26,199.01,77.31,11643.77
540,Nom_540,Prenom_540,30,155.3,54.02,12679.24
541,Nom_541,Prenom_541,29,171.86,82.36,12994.28
542,Nom_542,Prenom_542,33,193.53,93.19,11105.96
543,Nom_543,Prenom_543,37,156.08,73.29,8555.31
544,Nom_544,Prenom_544,32,150.22,93.61,9276.87
545,Nom_545,Prenom_545,28,172.68,70.9,12893.12
546,Nom_546,Prenom_546,39,180.7,93.69,6444.38
547,Nom_547,Prenom_547,32,160.7,73.77,10252.65
548,Nom_548,Prenom_548,32,162.37,67.02,13984.35
549,Nom_549,Prenom_549,39,183.73,76.93,10984.42
550,Nom_550,Prenom_550,27,171.35,68.64,9890.83
551,Nom_551,Prenom_551,38,186.74,76.78,11897.31
552,Nom_552,Prenom_552,21,156.26,55.52,12967.89
553,Nom_553,Prenom_553,28,162.24,52.13,9677.79
554,Nom_554,Prenom_554,25,152.36,72.76,10191.8
555,Nom_555,Prenom_555,32,179.61,86.43,13321.36
556,Nom_556,Prenom_556,38,170.41,56.72,11898.77
557,Nom_557,Prenom_557,24,175.68,55.2,12660.35
558,Nom_558,Prenom_558,39,151.06,57.44,7931.19
559,Nom_559,Prenom_559,26,153.63,83.5,8929.79
560,Nom_560,Prenom_560,22,171.94,57.06,6632.97
561,Nom_561,Prenom_561,27,164.98,74.9,8791.71
562,Nom_562,Prenom_562,42,151.73,80.48,8963.58
563,Nom_563,Prenom_563,21,191.11,73.95,9000.85
564,Nom_564,Prenom_564,32,162.69,53.39,11946.85
565,Nom_565,Prenom_565,35,158.43,83.37,13661.81
566,Nom_566,Prenom_566,41,162.52,64.8,10561.52
567,Nom_567,Prenom_567,34,165.35,82.19,7437.57
568,Nom_568,Prenom_568,28,162.04,87.98,13469.55
569,Nom_569,Prenom_569,42,190.83,59.64,8985.68
570,Nom_570,Prenom_570,29,155.54,61.38,12466.19
571,Nom_571,Prenom_571,22,153.34,50.62,8000.97
572,Nom_572,Prenom_572,23,173.44,68.92,10921.64
573,Nom_573,Prenom_573,39,161.27,51.27,12386.73
574,Nom_574,Prenom_574,35,170.98,66.13,6481.63
575,Nom_575,Prenom_575,21,168.01,73.15,12442.65
576,Nom_576,Prenom_576,29,195.05,60.22,6703.81
577,Nom_577,Prenom_577,26,189.31,64.54,11910.27
578,Nom_578,Prenom_578,35,158.17,53.69,9046.9
579,Nom_579,Prenom_579,38,183.55,70.87,10756.67
580,Nom_580,Prenom_580,34,192.6,86.44,7535.94
581,Nom_581,Prenom_581,36,185.32,75.82,6849.25
582,Nom_582,Prenom_582,26,156.7,92.88,12481.63
583,Nom_583,Prenom_583,35,176.2,58.0,11611.92
584,Nom_584,Prenom_584,24,171.71,66.18,10841.46
585,Nom_585,Prenom_585,35,182.6,75.26,9359.27
586,Nom_586,Prenom_586,37,169.92,66.66,8625.43
587,Nom_587,Prenom_587,37,192.64,91.52,6198.25
588,Nom_588,Prenom_588,31,182.59,85.63,11540.57
589,Nom_589,Prenom_589,39,175.72,50.81,8235.24
590,Nom_590,Prenom_590,37,166.44,81.21,7569.93
591,Nom_591,Prenom_591,26,159.7,66.95,9067.41
592,Nom_592,Prenom_592,21,150.32,73.74,6942.08
593,Nom_593,Prenom_593,37,198.21,86.4,7312.27
594,Nom_594,Prenom_594,38,173.87,84.23,13560.76
595,Nom_595,Prenom_595,21,160.4,74.37,10266.83
596,Nom_596,Prenom_596,42,163.54,76.89,9301.7
597,Nom_597,Prenom_597,25,199.87,66.29,13463.04
598,Nom_598,Prenom_598,29,180.96,69.31,7702.77
599,Nom_599,Prenom_599,24,170.17,75.46,13410.16
600,Nom_600,Prenom_600,42,158.58,59.57,8757.6
601,Nom_601,Prenom_601,35,197.64,65.71,7760.16
602,Nom_602,Prenom_602,42,198.71,80.19,8178.29
603,Nom_603,Prenom_603,31,167.04,71.32,12936.38
604,Nom_604,Prenom_604,29,179.67,52.35,10509.76
605,Nom_605,Prenom_605,23,185.33,76.21,13516.63
606,Nom_606,Prenom_606,27,190.25,52.67,6643.62
607,Nom_607,Prenom_607,29,161.56,81.71,8909.15
608,Nom_608,Prenom_608,26,194.51,63.47,11934.24
609,Nom_609,Prenom_609,38,196.69,92.21,6682.95
610,Nom_610,Prenom_610,24,171.88,76.08,12287.53
611,Nom_611,Prenom_611,33,165.11,84.25,6577.04
612,Nom_612,Prenom_612,23,169.76,79.25,13018.02
613,Nom_613,Prenom_613,32,152.29,67.75,12537.75
614,Nom_614,Prenom_614,24,166.08,71.35,9950.44
615,Nom_615,Prenom_615,37,150.57,73.55,11438.7
616,Nom_616,Prenom_616,36,176.27,77.09,7492.37
617,Nom_617,Prenom_617,41,159.44,55.57,11239.54
618,Nom_618,Prenom_618,21,192.05,56.14,13654.43
619,Nom_619,Prenom_619,27,187.73,69.43,13034.94
620,Nom_620,Prenom_620,37,167.06,66.06,10822.74
621,Nom_621,Prenom_621,27,193.02,51.85,12016.68
622,Nom_622,Prenom_622,26,182.5,62.0,7887.02
623,Nom_623,Prenom_623,34,189.12,93.7,7472.57
624,Nom_624,Prenom_624,30,157.9,93.59,13146.25
625,Nom_625,Prenom_625,36,164.72,80.95,11697.0
626,Nom_626,Prenom_626,39,197.45,88.09,10613.32
627,Nom_627,Prenom_627,29,170.83,89.4,6798.06
628,Nom_628,Prenom_628,36,155.15,94.21,6145.71
629,Nom_629,Prenom_629,39,159.74,94.84,6886.65
630,Nom_630,Prenom_630,32,160.93,50.32,7346.15
631,Nom_631,Prenom_631,25,172.49,70.29,11711.59
632,Nom_632,Prenom_632,36,198.68,86.89,6451.73
633,Nom_633,Prenom_633,41,156.74,71.08,9854.07
634,Nom_634,Prenom_634,22,180.86,78.83,7662.63
635,Nom_635,Prenom_635,29,159.4,58.74,8685.19
636,Nom_636,Prenom_636,39,179.23,84.48,8109.27
637,Nom_637,Prenom_637,42,183.52,50.97,13972.78
638,Nom_638,Prenom_638,24,151.43,90.06,10939.81
639,Nom_639,Prenom_639,24,163.81,88.36,8418.17
640,Nom_640,Prenom_640,42,151.51,78.78,11708.17
641,Nom_641,Prenom_641,32,196.47,76.64,12061.73
642,Nom_642,Prenom_642,25,158.83,92.22,11195.94
643,Nom_643,Prenom_643,26,155.33,87.99,11118.44
644,Nom_644,Prenom_644,24,191.68,67.54,7994.52
645,Nom_645,Prenom_645,23,169.17,81.83,11546.76
646,Nom_646,Prenom_646,33,186.58,58.82,9489.88
647,Nom_647,Prenom_647,28,165.58,57.24,12116.84
648,Nom_648,Prenom_648,24,187.03,71.68,11416.33
649,Nom_649,Prenom_649,34,157.11,59.08,8257.67
650,Nom_650,Prenom_650,38,156.88,77.86,10881.95
651,Nom_651,Prenom_651,42,188.66,60.02,9097.54
652,Nom_652,Prenom_652,35,155.04,93.51,7835.98
653,Nom_653,Prenom_653,38,199.02,50.32,7782.86
654,Nom_654,Prenom_654,29,167.12,65.46,10657.95
655,Nom_655,Prenom_655,34,156.0,78.18,7606.39
656,Nom_656,Prenom_656,35,155.38,67.91,11866.42
657,Nom_657,Prenom_657,36,179.15,82.85,12425.07
658,Nom_658,Prenom_658,39,155.94,83.2,9456.03
659,Nom_659,Prenom_659,32,199.21,79.11,11559.89
660,Nom_660,Prenom_660,27,183.3,59.84,6220.37
661,Nom_661,Prenom_661,32,151.73,82.62,8350.45
662,Nom_662,Prenom_662,36,194.15,51.11,7759.93
663,Nom_663,Prenom_663,31,155.19,93.08,7063.07
664,Nom_664,Prenom_664,25,154.18,56.71,6292.63
665,Nom_665,Prenom_665,29,194.73,66.94,8153.42
666,Nom_666,Prenom_666,31,191.22,84.89,9416.77
667,Nom_667,Prenom_667,40,171.66,75.46,10016.01
668,Nom_668,Prenom_668,30,191.04,87.03,12353.08
669,Nom_669,Prenom_669,38,185.61,89.23,13492.6
670,Nom_670,Prenom_670,21,159.71,89.13,7598.26
671,Nom_671,Prenom_671,36,179.55,65.79,6505.65
672,Nom_672,Prenom_672,21,165.71,53.5,9692.43
673,Nom_673,Prenom_673,40,181.44,87.51,11963.77
674,Nom_674,Prenom_674,42,196.24,57.9,12052.32
675,Nom_675,Prenom_675,23,178.11,65.47,9252.27
676,Nom_676,Prenom_676,40,173.95,81.12,13774.21
677,Nom_677,Prenom_677,24,175.2,89.89,12753.71
678,Nom_678,Prenom_678,36,178.45,73.06,6122.38
679,Nom_679,Prenom_679,40,150.58,68.46,10997.52
680,Nom_680,Prenom_680,39,168.38,87.54,11845.59
681,Nom_681,Prenom_681,39,182.84,92.14,13636.71
682,Nom_682,Prenom_682,25,150.8,73.1,6607.39
683,Nom_683,Prenom_683,42,177.43,91.65,12630.55
684,Nom_684,Prenom_684,37,173.23,62.87,13536.07
685,Nom_685,Prenom_685,24,152.02,82.95,6640.61
686,Nom_686,Prenom_686,33,159.98,76.06,7563.83
687,Nom_687,Prenom_687,29,161.72,50.05,13896.1
688,Nom_688,Prenom_688,38,156.67,60.0,10122.18
689,Nom_689,Prenom_689,23,179.19,63.66,9126.2
690,Nom_690,Prenom_690,42,175.94,65.11,9178.01
691,Nom_691,Prenom_691,32,168.86,71.47,7711.32
692,Nom_692,Prenom_692,23,199.1,68.76,8508.33
693,Nom_693,Prenom_693,35,179.56,70.65,6881.03
694,Nom_694,Prenom_694,41,150.49,93.29,10894.38
695,Nom_695,Prenom_695,32,190.85,82.86,12817.36
696,Nom_696,Prenom_696,36,194.65,82.18,13576.4
697,Nom_697,Prenom_697,39,181.13,56.13,8324.25
698,Nom_698,Prenom_698,40,198.53,60.27,8610.11
699,Nom_699,Prenom_699,37,199.63,64.78,9319.85
700,Nom_700,Prenom_700,34,169.05,83.99,10923.09
701,Nom_701,Prenom_701,28,185.64,69.81,7483.02
702,Nom_702,Prenom_702,31,196.49,84.71,11192.01
703,Nom_703,Prenom_703,25,192.65,74.02,9941.89
704,Nom_704,Prenom_704,41,155.18,50.14,13768.29
705,Nom_705,Prenom_705,38,199.32,53.31,11806.6
706,Nom_706,Prenom_706,26,168.64,81.0,9141.9
707,Nom_707,Prenom_707,37,173.12,89.58,10166.62
708,Nom_708,Prenom_708,30,162.07,64.74,13536.63
709,Nom_709,Prenom_709,27,156.59,52.71,12778.07
710,Nom_710,Prenom_710,29,177.09,50.06,10258.54
711,Nom_711,Prenom_711,31,194.34,62.94,7045.19
712,Nom_712,Prenom_712,23,181.93,51.93,6215.66
713,Nom_713,Prenom_713,41,154.91,67.85,10552.99
714,Nom_714,Prenom_714,29,196.88,61.86,13275.18
715,Nom_715,Prenom_715,36,160.59,57.61,7956.3
716,Nom_716,Prenom_716,30,199.26,84.76,13944.77
717,Nom_717,Prenom_717,42,161.15,79.31,6134.55
718,Nom_718,Prenom_718,25,179.32,81.88,11370.09
719,Nom_719,Prenom_719,22,170.77,71.79,10538.26
720,Nom_720,Prenom_720,22,196.07,79.13,11655.89
721,Nom_721,Prenom_721,29,164.18,52.16,9913.07
722,Nom_722,Prenom_722,32,168.85,84.17,13882.64
723,Nom_723,Prenom_723,42,167.71,63.54,7364.24
724,Nom_724,Prenom_724,28,194.68,90.98,7505.93
725,Nom_725,Prenom_725,24,191.29,71.32,10574.91
726,Nom_726,Prenom_726,39,166.68,90.86,13123.72
727,Nom_727,Prenom_727,29,158.74,75.58,9815.4
728,Nom_728,Prenom_728,29,182.8,65.28,12800.11
729,Nom_729,Prenom_729,31,159.62,68.77,8968.98
730,Nom_730,Prenom_730,38,155.14,89.48,6132.05
731,Nom_731,Prenom_731,36,180.46,62.34,9471.94
732,Nom_732,Prenom_732,28,154.81,87.02,9888.73
733,Nom_733,Prenom_733,28,179.78,78.99,8820.86
734,Nom_734,Prenom_734,26,170.26,52.03,10140.89
735,Nom_735,Prenom_735,38,198.26,92.16,13841.89
736,Nom_736,Prenom_736,27,182.55,66.65,12702.92
737,Nom_737,Prenom_737,41,189.52,61.43,9925.52
738,Nom_738,Prenom_738,23,167.67,52.35,10690.3
739,Nom_739,Prenom_739,25,162.59,89.43,11191.61
740,Nom_740,Prenom_740,36,159.95,79.42,12553.03
741,Nom_741,Prenom_741,39,153.85,67.27,11705.76
742,Nom_742,Prenom_742,42,178.47,86.14,8335.32
743,Nom_743,Prenom_743,23,180.19,94.0,13826.01
744,Nom_744,Prenom_744,36,169.05,77.67,7536.22
745,Nom_745,Prenom_745,29,195.23,62.91,8405.31
746,Nom_746,Prenom_746,40,151.33,91.9,6158.86
747,Nom_747,Prenom_747,25,186.73,88.87,11533.34
748,Nom_748,Prenom_748,40,194.33,59.81,8883.02
749,Nom_749,Prenom_749,35,170.4,74.46,13499.83
750,Nom_750,Prenom_750,30,154.99,50.61,10224.48
751,Nom_751,Prenom_751,40,159.35,71.4,10744.41
752,Nom_752,Prenom_752,31,161.28,90.87,7718.6
753,Nom_753,Prenom_753,24,170.83,79.67,13943.82
754,Nom_754,Prenom_754,42,166.9,56.43,13616.92
755,Nom_755,Prenom_755,30,151.66,52.93,12383.97
756,Nom_756,Prenom_756,34,178.12,77.54,9865.42
757,Nom_757,Prenom_757,26,187.51,94.91,10706.99
758,Nom_758,Prenom_758,30,196.46,79.73,12106.78
759,Nom_759,Prenom_759,36,150.97,61.18,8845.79
760,Nom_760,Prenom_760,32,179.97,55.59,6470.29
761,Nom_761,Prenom_761,24,169.94,75.69,8641.95
762,Nom_762,Prenom_762,35,168.15,83.99,11890.16
763,Nom_763,Prenom_763,29,183.48,64.87,7662.76
764,Nom_764,Prenom_764,39,190.36,70.66,7112.92
765,Nom_765,Prenom_765,37,186.12,75.85,10068.06
766,Nom_766,Prenom_766,23,190.72,88.2,8244.2
767,Nom_767,Prenom_767,23,171.74,64.26,7746.57
768,Nom_768,Prenom_768,28,194.9,51.54,8473.68
769,Nom_769,Prenom_769,32,196.48,94.79,12396.45
770,Nom_770,Prenom_770,41,162.84,76.44,10441.7
771,Nom_771,Prenom_771,22,175.76,74.43,12754.07
772,Nom_772,Prenom_772,33,160.31,80.07,6796.17
773,Nom_773,Prenom_773,33,194.06,66.17,8963.41
774,Nom_774,Prenom_774,26,169.38,50.13,6908.0
775,Nom_775,Prenom_775,41,169.66,70.99,12973.31
776,Nom_776,Prenom_776,30,184.59,68.66,9867.49
777,Nom_777,Prenom_777,37,153.87,92.25,6115.71
778,Nom_778,Prenom_778,36,158.51,78.13,13189.79
779,Nom_779,Prenom_779,39,155.42,77.25,6675.76
780,Nom_780,Prenom_780,32,197.69,54.8,13775.39
781,Nom_781,Prenom_781,38,162.34,87.38,10968.86
782,Nom_782,Prenom_782,40,169.89,54.86,8808.05
783,Nom_783,Prenom_783,32,179.24,80.73,12437.69
784,Nom_784,Prenom_784,21,172.83,61.29,12695.06
785,Nom_785,Prenom_785,32,184.09,65.85,8776.26
786,Nom_786,Prenom_786,38,156.98,58.0,7247.47
787,Nom_787,Prenom_787,30,163.47,76.9,12910.33
788,Nom_788,Prenom_788,42,169.63,87.26,12027.32
789,Nom_789,Prenom_789,40,177.83,77.75,10863.26
790,Nom_790,Prenom_790,21,172.68,72.9,12655.74
791,Nom_791,Prenom_791,29,196.83,58.72,12804.93
792,Nom_792,Prenom_792,32,194.95,79.96,12667.08
793,Nom_793,Prenom_793,24,171.45,73.81,10502.54
794,Nom_794,Prenom_794,32,176.91,66.12,6426.38
795,Nom_795,Prenom_795,41,161.43,86.13,6029.65
796,Nom_796,Prenom_796,41,171.98,59.41,10559.55
797,Nom_797,Prenom_797,25,155.93,50.7,8767.05
798,Nom_798,Prenom_798,30,176.35,81.66,8617.51
799,Nom_799,Prenom_799,34,158.49,89.94,13856.07
800,Nom_800,Prenom_800,21,162.99,61.78,6700.85
801,Nom_801,Prenom_801,24,166.38,74.7,13254.45
802,Nom_802,Prenom_802,24,177.5,91.72,7435.47
803,Nom_803,Prenom_803,27,168.18,55.88,10193.46
804,Nom_804,Prenom_804,39,162.43,66.17,10655.93
805,Nom_805,Prenom_805,32,173.86,77.32,9723.36
806,Nom_806,Prenom_806,26,181.32,82.13,9713.23
807,Nom_807,Prenom_807,29,173.64,84.0,10003.03
808,Nom_808,Prenom_808,42,174.46,59.65,13522.45
809,Nom_809,Prenom_809,29,162.88,73.67,8286.31
810,Nom_810,Prenom_810,24,174.95,89.24,7564.86
811,Nom_811,Prenom_811,38,156.98,81.54,13155.15
812,Nom_812,Prenom_812,29,168.8,72.53,10200.96
813,Nom_813,Prenom_813,21,189.81,60.93,7672.04
814,Nom_814,Prenom_814,28,171.43,86.36,10264.31
815,Nom_815,Prenom_815,27,158.97,61.18,13362.72
816,Nom_816,Prenom_816,37,181.12,71.74,9091.49
817,Nom_817,Prenom_817,23,157.93,64.59,11404.73
818,Nom_818,Prenom_818,31,194.14,70.72,6485.99
819,Nom_819,Prenom_819,40,160.99,65.44,7613.96
820,Nom_820,Prenom_820,24,162.41,82.01,7099.72
821,Nom_821,Prenom_821,37,196.92,54.12,11034.71
822,Nom_822,Prenom_822,26,191.59,89.32,6267.02
823,Nom_823,Prenom_823,23,198.82,78.96,7661.64
824,Nom_824,Prenom_824,36,191.59,65.37,7064.68
825,Nom_825,Prenom_825,36,158.74,70.98,8979.33
826,Nom_826,Prenom_826,31,152.32,58.59,11141.57
827,Nom_827,Prenom_827,31,176.34,74.31,6317.13
828,Nom_828,Prenom_828,21,198.08,88.19,9519.4
829,Nom_829,Prenom_829,40,185.92,85.58,13859.37
830,Nom_830,Prenom_830,25,198.99,91.81,10757.89
831,Nom_831,Prenom_831,23,168.04,79.54,10755.59
832,Nom_832,Prenom_832,26,186.01,87.27,10317.51
833,Nom_833,Prenom_833,22,191.67,52.37,11972.71
834,Nom_834,Prenom_834,39,151.95,76.32,10214.79
835,Nom_835,Prenom_835,36,170.22,80.52,11142.05
836,Nom_836,Prenom_836,37,182.06,92.76,13648.8
837,Nom_837,Prenom_837,33,165.25,55.66,7926.34
838,Nom_838,Prenom_838,37,196.69,55.95,13999.55
839,Nom_839,Prenom_839,36,195.96,78.41,7872.22
840,Nom_840,Prenom_840,39,161.52,80.82,11559.17
841,Nom_841,Prenom_841,32,195.22,84.3,6962.6
842,Nom_842,Prenom_842,28,184.91,76.95,7758.45
843,Nom_843,Prenom_843,39,155.37,66.28,6934.27
844,Nom_844,Prenom_844,22,157.21,50.73,10480.64
845,Nom_845,Prenom_845,23,173.23,54.28,7123.15
846,Nom_846,Prenom_846,35,165.5,74.3,10447.48
847,Nom_847,Prenom_847,36,162.84,76.14,6309.41
848,Nom_848,Prenom_848,24,153.3,63.1,11908.64
849,Nom_849,Prenom_849,29,158.72,59.7,12950.55
850,Nom_850,Prenom_850,23,158.65,51.01,10435.42
851,Nom_851,Prenom_851,31,175.66,50.24,12861.67
852,Nom_852,Prenom_852,41,166.12,75.58,13947.0
853,Nom_853,Prenom_853,26,185.29,55.16,6634.32
854,Nom_854,Prenom_854,35,179.6,57.14,6747.69
855,Nom_855,Prenom_855,31,153.04,79.14,11198.45
856,Nom_856,Prenom_856,34,155.82,73.93,7971.42
857,Nom_857,Prenom_857,22,194.3,89.24,12592.07
858,Nom_858,Prenom_858,33,155.9,83.35,12436.31
859,Nom_859,Prenom_859,21,180.86,85.68,9325.71
860,Nom_860,Prenom_860,39,191.79,70.45,10313.28
861,Nom_861,Prenom_861,25,185.87,64.65,9289.73
862,Nom_862,Prenom_862,27,196.32,79.29,10982.07
863,Nom_863,Prenom_863,24,190.7,64.21,11683.01
864,Nom_864,Prenom_864,40,155.16,70.36,6156.57
865,Nom_865,Prenom_865,30,163.4,83.32,11220.85
866,Nom_866,Prenom_866,29,154.0,62.47,6907.87
867,Nom_867,Prenom_867,25,199.5,63.36,9799.26
868,Nom_868,Prenom_868,22,150.63,61.42,10745.86
869,Nom_869,Prenom_869,22,194.73,54.66,8973.69
870,Nom_870,Prenom_870,23,181.16,72.31,7045.65
871,Nom_871,Prenom_871,24,162.85,75.38,10456.43
872,Nom_872,Prenom_872,21,152.45,50.32,10533.44
873,Nom_873,Prenom_873,34,188.54,81.07,10958.15
874,Nom_874,Prenom_874,38,178.73,58.83,7798.92
875,Nom_875,Prenom_875,39,163.9,84.44,6475.54
876,Nom_876,Prenom_876,28,194.33,74.65,13723.12
877,Nom_877,Prenom_877,26,163.09,72.52,13523.81
878,Nom_878,Prenom_878,22,195.03,79.6,8739.2
879,Nom_879,Prenom_879,28,187.2,78.29,11116.98
880,Nom_880,Prenom_880,21,174.88,57.65,13559.26
881,Nom_881,Prenom_881,35,180.19,53.41,10204.96
882,Nom_882,Prenom_882,36,160.17,93.25,9597.23
883,Nom_883,Prenom_883,34,187.37,92.89,10323.52
884,Nom_884,Prenom_884,32,165.18,86.63,13053.1
885,Nom_885,Prenom_885,35,159.83,79.41,13781.75
886,Nom_886,Prenom_886,41,197.23,76.39,7874.44
887,Nom_887,Prenom_887,28,165.38,94.02,9348.46
888,Nom_888,Prenom_888,30,158.09,91.64,7675.48
889,Nom_889,Prenom_889,35,150.65,85.92,11465.17
890,Nom_890,Prenom_890,34,181.25,52.11,13771.97
891,Nom_891,Prenom_891,29,170.37,59.05,10439.46
892,Nom_892,Prenom_892,21,187.37,86.46,11125.21
893,Nom_893,Prenom_893,25,195.69,83.68,11766.28
894,Nom_894,Prenom_894,32,157.34,55.46,10095.39
895,Nom_895,Prenom_895,42,195.86,87.18,13589.59
896,Nom_896,Prenom_896,39,179.05,63.3,12368.54
897,Nom_897,Prenom_897,37,161.28,82.58,6987.63
898,Nom_898,Prenom_898,34,157.2,94.69,13127.75
899,Nom_899,Prenom_899,40,161.12,66.34,10850.1
900,Nom_900,Prenom_900,21,181.74,52.39,12390.03
901,Nom_901,Prenom_901,35,177.27,52.38,7240.43
902,Nom_902,Prenom_902,42,150.93,81.25,10577.06
903,Nom_903,Prenom_903,36,191.19,78.42,6356.09
904,Nom_904,Prenom_904,22,165.22,69.84,10279.06
905,Nom_905,Prenom_905,28,192.28,84.03,7937.16
906,Nom_906,Prenom_906,29,191.9,78.81,9668.53
907,Nom_907,Prenom_907,42,191.54,83.99,10819.74
908,Nom_908,Prenom_908,22,152.01,55.77,9861.61
909,Nom_909,Prenom_909,36,155.05,58.74,7213.82
910,Nom_910,Prenom_910,21,187.1,61.44,10344.32
911,Nom_911,Prenom_911,41,189.19,69.61,10529.6
912,Nom_912,Prenom_912,22,151.58,89.77,10455.55
913,Nom_913,Prenom_913,21,157.75,57.09,13566.34
914,Nom_914,Prenom_914,36,165.81,90.63,7409.09
915,Nom_915,Prenom_915,28,178.32,77.87,12485.66
916,Nom_916,Prenom_916,39,158.54,65.78,12749.83
917,Nom_917,Prenom_917,42,189.46,87.89,9167.5
918,Nom_918,Prenom_918,26,166.77,64.74,12166.01
919,Nom_919,Prenom_919,27,191.6,69.18,11273.88
920,Nom_920,Prenom_920,27,170.61,57.89,8456.62
921,Nom_921,Prenom_921,25,183.72,57.16,7835.05
922,Nom_922,Prenom_922,28,196.58,54.38,12352.65
923,Nom_923,Prenom_923,22,179.04,54.24,11888.91
924,Nom_924,Prenom_924,35,173.46,72.57,8885.91
925,Nom_925,Prenom_925,21,159.85,84.3,13779.01
926,Nom_926,Prenom_926,25,191.31,69.04,12194.5
927,Nom_927,Prenom_927,42,175.26,84.48,11208.09
928,Nom_928,Prenom_928,32,159.79,55.32,6167.05
929,Nom_929,Prenom_929,30,193.77,83.07,7256.59
