id,Nom,Prénom,Age,Taille,Poids,Salaire,Prime Annuelle,catégorie de poids
331,NOM_331,PRENOM_331,23,176.5,75.27,12921.7,1292.17,Moyen
332,NOM_332,PRENOM_332,37,156.84,83.52,12119.18,1211.9180000000001,Moyen
333,NOM_333,PRENOM_333,29,160.13,87.6,8622.44,862.2440000000001,Moyen
334,NOM_334,PRENOM_334,24,164.87,50.78,12695.59,1269.5590000000002,Lèger
335,NOM_335,PRENOM_335,33,193.56,83.6,12721.56,1272.156,Moyen
336,NOM_336,PRENOM_336,41,159.63,94.44,7733.54,773.354,Lourd
337,NOM_337,PRENOM_337,39,152.51,80.76,12619.8,1261.98,Moyen
338,NOM_338,PRENOM_338,30,164.32,51.92,8750.58,875.058,Lèger
339,NOM_339,PRENOM_339,32,151.4,70.37,9841.91,984.191,Moyen
340,NOM_340,PRENOM_340,42,156.31,67.52,13594.94,1359.4940000000001,Lèger
341,NOM_341,PRENOM_341,35,158.81,64.33,8949.41,894.941,Lèger
342,NOM_342,PRENOM_342,26,157.94,79.16,9547.32,954.732,Moyen
343,NOM_343,PRENOM_343,25,181.19,77.83,10513.92,1051.392,Moyen
344,NOM_344,PRENOM_344,39,184.12,64.77,6196.3,619.6300000000001,Lèger
345,NOM_345,PRENOM_345,39,177.81,53.48,6466.03,646.6030000000001,Lèger
346,NOM_346,PRENOM_346,40,177.27,88.84,8858.08,885.808,Moyen
347,NOM_347,PRENOM_347,36,188.26,72.58,13009.61,1300.9610000000002,Moyen
348,NOM_348,PRENOM_348,40,152.03,70.9,8492.68,849.268,Moyen
349,NOM_349,PRENOM_349,25,184.88,72.68,7177.49,717.749,Moyen
350,NOM_350,PRENOM_350,36,187.06,81.76,12677.52,1267.7520000000002,Moyen
351,NOM_351,PRENOM_351,39,187.66,83.33,8510.46,851.0459999999999,Moyen
352,NOM_352,PRENOM_352,25,161.17,52.45,6245.6,624.5600000000001,Lèger
353,NOM_353,PRENOM_353,40,157.8,72.57,8197.22,819.722,Moyen
354,NOM_354,PRENOM_354,39,184.47,61.36,8965.35,896.5350000000001,Lèger
355,NOM_355,PRENOM_355,33,160.99,88.53,12293.87,1229.3870000000002,Moyen
356,NOM_356,PRENOM_356,26,175.86,74.79,13219.42,1321.942,Moyen
357,NOM_357,PRENOM_357,29,153.18,94.53,9087.02,908.7020000000001,Lourd
358,NOM_358,PRENOM_358,36,156.6,60.67,8111.82,811.182,Lèger
359,NOM_359,PRENOM_359,22,161.89,75.59,12115.3,1211.53,Moyen
360,NOM_360,PRENOM_360,26,172.99,82.61,12521.14,1252.114,Moyen
361,NOM_361,PRENOM_361,37,181.54,84.2,10837.35,1083.7350000000001,Moyen
362,NOM_362,PRENOM_362,25,173.37,86.9,6865.89,686.589,Moyen
363,NOM_363,PRENOM_363,37,157.16,78.14,6158.8,615.8800000000001,Moyen
364,NOM_364,PRENOM_364,24,171.28,50.22,12657.86,1265.786,Lèger
365,NOM_365,PRENOM_365,34,158.94,80.12,12572.64,1257.2640000000001,Moyen
366,NOM_366,PRENOM_366,34,197.03,57.77,6992.34,699.234,Lèger
367,NOM_367,PRENOM_367,39,190.64,79.98,11227.72,1122.772,Moyen
368,NOM_368,PRENOM_368,28,191.91,92.62,10045.69,1004.5690000000001,Lourd
369,NOM_369,PRENOM_369,42,168.6,69.42,13601.6,1360.16,Lèger
370,NOM_370,PRENOM_370,35,168.18,60.58,9710.72,971.072,Lèger
371,NOM_371,PRENOM_371,33,151.56,62.34,7566.29,756.629,Lèger
372,NOM_372,PRENOM_372,24,150.31,68.77,6213.75,621.375,Lèger
373,NOM_373,PRENOM_373,34,177.3,65.41,13697.84,1369.784,Lèger
374,NOM_374,PRENOM_374,38,165.81,51.6,9124.28,912.4280000000001,Lèger
375,NOM_375,PRENOM_375,26,170.27,58.5,6645.32,664.532,Lèger
376,NOM_376,PRENOM_376,27,154.98,54.03,13642.28,1364.228,Lèger
377,NOM_377,PRENOM_377,30,175.2,77.45,12649.35,1264.9350000000002,Moyen
378,NOM_378,PRENOM_378,22,199.76,69.38,13622.3,1362.23,Lèger
379,NOM_379,PRENOM_379,35,168.46,81.75,9643.14,964.314,Moyen
380,NOM_380,PRENOM_380,34,198.65,88.94,10066.46,1006.646,Moyen
381,NOM_381,PRENOM_381,35,189.94,89.32,10844.43,1084.443,Moyen
382,NOM_382,PRENOM_382,23,193.56,85.65,6697.8,669.7800000000001,Moyen
383,NOM_383,PRENOM_383,25,175.79,68.26,9575.58,957.558,Lèger
384,NOM_384,PRENOM_384,26,175.58,82.19,10895.32,1089.532,Moyen
385,NOM_385,PRENOM_385,26,182.44,94.68,13831.79,1383.179,Lourd
386,NOM_386,PRENOM_386,39,176.72,76.54,13560.19,1356.0190000000002,Moyen
387,NOM_387,PRENOM_387,26,161.29,72.59,13919.94,1391.9940000000001,Moyen
388,NOM_388,PRENOM_388,29,197.65,68.09,13729.25,1372.9250000000002,Lèger
389,NOM_389,PRENOM_389,27,181.76,88.95,10507.4,1050.74,Moyen
390,NOM_390,PRENOM_390,39,188.34,64.85,7734.23,773.423,Lèger
391,NOM_391,PRENOM_391,36,167.37,67.39,6931.74,693.174,Lèger
392,NOM_392,PRENOM_392,42,173.84,68.19,13333.94,1333.3940000000002,Lèger
393,NOM_393,PRENOM_393,26,183.25,73.67,10943.51,1094.351,Moyen
394,NOM_394,PRENOM_394,35,181.16,51.23,11709.19,1170.919,Lèger
395,NOM_395,PRENOM_395,29,191.8,94.0,12869.31,1286.931,Lourd
396,NOM_396,PRENOM_396,32,165.93,51.25,6811.99,681.1990000000001,Lèger
397,NOM_397,PRENOM_397,39,162.83,59.54,9706.02,970.6020000000001,Lèger
398,NOM_398,PRENOM_398,26,178.52,64.72,12692.38,1269.238,Lèger
399,NOM_399,PRENOM_399,35,195.53,52.48,6133.91,613.391,Lèger
400,NOM_400,PRENOM_400,26,199.15,86.79,6440.4,644.04,Moyen
401,NOM_401,PRENOM_401,34,155.93,85.04,7067.9,706.79,Moyen
402,NOM_402,PRENOM_402,37,152.29,90.81,8060.7,806.07,Lourd
403,NOM_403,PRENOM_403,42,191.95,61.76,9240.8,924.0799999999999,Lèger
404,NOM_404,PRENOM_404,23,184.64,90.77,11483.13,1148.3129999999999,Lourd
405,NOM_405,PRENOM_405,31,176.95,56.78,11900.69,1190.0690000000002,Lèger
406,NOM_406,PRENOM_406,38,150.81,93.12,8445.21,844.521,Lourd
407,NOM_407,PRENOM_407,41,194.73,58.1,7594.75,759.475,Lèger
408,NOM_408,PRENOM_408,24,158.98,92.03,13453.05,1345.305,Lourd
409,NOM_409,PRENOM_409,29,193.24,93.97,7784.22,778.422,Lourd
410,NOM_410,PRENOM_410,26,175.32,67.65,10792.59,1079.259,Lèger
411,NOM_411,PRENOM_411,25,164.73,87.68,8439.89,843.989,Moyen
412,NOM_412,PRENOM_412,24,172.07,76.52,13080.68,1308.0680000000002,Moyen
413,NOM_413,PRENOM_413,28,184.95,57.57,12687.55,1268.755,Lèger
414,NOM_414,PRENOM_414,24,190.06,59.7,6970.47,697.047,Lèger
415,NOM_415,PRENOM_415,30,181.58,93.29,13130.32,1313.0320000000002,Lourd
416,NOM_416,PRENOM_416,27,198.58,79.75,13481.52,1348.152,Moyen
417,NOM_417,PRENOM_417,34,181.76,83.41,6836.98,683.698,Moyen
418,NOM_418,PRENOM_418,30,185.39,80.26,9481.5,948.1500000000001,Moyen
419,NOM_419,PRENOM_419,35,193.57,83.46,10275.19,1027.519,Moyen
420,NOM_420,PRENOM_420,31,167.32,53.97,12600.08,1260.008,Lèger
421,NOM_421,PRENOM_421,23,177.62,54.79,7992.21,799.221,Lèger
422,NOM_422,PRENOM_422,28,172.58,55.42,10513.34,1051.334,Lèger
423,NOM_423,PRENOM_423,28,155.83,54.28,8112.01,811.201,Lèger
424,NOM_424,PRENOM_424,30,196.93,63.47,10697.95,1069.795,Lèger
425,NOM_425,PRENOM_425,30,170.72,58.21,10558.45,1055.845,Lèger
426,NOM_426,PRENOM_426,28,164.4,81.03,8866.7,886.6700000000001,Moyen
427,NOM_427,PRENOM_427,24,168.99,94.31,6402.47,640.2470000000001,Lourd
428,NOM_428,PRENOM_428,29,154.03,85.2,8487.74,848.774,Moyen
429,NOM_429,PRENOM_429,41,189.84,74.88,12361.36,1236.1360000000002,Moyen
430,NOM_430,PRENOM_430,31,153.85,52.38,10476.62,1047.662,Lèger
431,NOM_431,PRENOM_431,30,176.74,94.52,12883.73,1288.373,Lourd
432,NOM_432,PRENOM_432,36,156.07,67.61,8186.95,818.695,Lèger
433,NOM_433,PRENOM_433,23,163.54,77.61,7418.78,741.878,Moyen
434,NOM_434,PRENOM_434,22,159.94,89.77,13066.36,1306.6360000000002,Moyen
435,NOM_435,PRENOM_435,36,192.97,89.24,12763.77,1276.3770000000002,Moyen
436,NOM_436,PRENOM_436,21,162.98,89.97,10292.38,1029.238,Moyen
437,NOM_437,PRENOM_437,30,194.32,91.43,13109.52,1310.9520000000002,Lourd
438,NOM_438,PRENOM_438,23,194.26,68.83,10200.59,1020.0590000000001,Lèger
439,NOM_439,PRENOM_439,41,198.68,63.1,8507.21,850.721,Lèger
440,NOM_440,PRENOM_440,28,192.03,93.56,6218.41,621.841,Lourd
441,NOM_441,PRENOM_441,23,161.39,53.57,7781.34,778.134,Lèger
442,NOM_442,PRENOM_442,28,198.78,55.9,13328.22,1332.8220000000001,Lèger
443,NOM_443,PRENOM_443,35,173.82,89.73,11361.47,1136.147,Moyen
444,NOM_444,PRENOM_444,25,190.66,71.6,7194.1,719.4100000000001,Moyen
445,NOM_445,PRENOM_445,41,196.56,86.62,11159.47,1115.947,Moyen
446,NOM_446,PRENOM_446,25,184.2,56.17,12378.54,1237.8540000000003,Lèger
447,NOM_447,PRENOM_447,37,151.45,56.97,11885.77,1188.577,Lèger
448,NOM_448,PRENOM_448,40,199.35,60.29,8544.96,854.496,Lèger
449,NOM_449,PRENOM_449,25,185.03,56.1,10041.35,1004.1350000000001,Lèger
450,NOM_450,PRENOM_450,23,172.07,61.02,10265.84,1026.584,Lèger
451,NOM_451,PRENOM_451,35,180.13,68.6,8131.21,813.1210000000001,Lèger
452,NOM_452,PRENOM_452,33,182.75,69.97,9966.48,996.648,Lèger
453,NOM_453,PRENOM_453,23,152.36,94.54,9866.73,986.673,Lourd
454,NOM_454,PRENOM_454,24,178.4,58.27,10364.29,1036.429,Lèger
455,NOM_455,PRENOM_455,41,171.36,90.0,6531.82,653.182,Moyen
456,NOM_456,PRENOM_456,34,180.93,73.04,6680.98,668.098,Moyen
457,NOM_457,PRENOM_457,35,176.18,75.93,10740.77,1074.077,Moyen
458,NOM_458,PRENOM_458,23,193.7,75.67,13509.0,1350.9,Moyen
459,NOM_459,PRENOM_459,23,185.27,59.43,10513.27,1051.327,Lèger
460,NOM_460,PRENOM_460,32,153.51,71.38,11898.96,1189.896,Moyen
461,NOM_461,PRENOM_461,30,194.2,59.13,11032.45,1103.2450000000001,Lèger
462,NOM_462,PRENOM_462,32,162.54,63.74,12243.92,1224.392,Lèger
463,NOM_463,PRENOM_463,23,187.96,74.08,6429.15,642.915,Moyen
464,NOM_464,PRENOM_464,23,172.91,70.15,8872.45,887.2450000000001,Moyen
465,NOM_465,PRENOM_465,39,178.42,94.86,11168.3,1116.83,Lourd
466,NOM_466,PRENOM_466,21,156.51,83.75,13956.21,1395.621,Moyen
467,NOM_467,PRENOM_467,32,192.92,57.39,8696.49,869.649,Lèger
468,NOM_468,PRENOM_468,23,173.59,81.0,10297.25,1029.7250000000001,Moyen
469,NOM_469,PRENOM_469,29,156.96,59.97,7260.19,726.019,Lèger
470,NOM_470,PRENOM_470,29,180.84,71.18,12475.58,1247.558,Moyen
471,NOM_471,PRENOM_471,32,187.82,63.81,9865.02,986.5020000000001,Lèger
472,NOM_472,PRENOM_472,29,186.76,59.34,13592.02,1359.2020000000002,Lèger
473,NOM_473,PRENOM_473,34,153.82,63.84,6287.56,628.7560000000001,Lèger
474,NOM_474,PRENOM_474,35,174.71,92.89,6836.32,683.6320000000001,Lourd
475,NOM_475,PRENOM_475,38,183.21,87.53,13776.2,1377.6200000000001,Moyen
476,NOM_476,PRENOM_476,42,185.03,62.53,8088.71,808.8710000000001,Lèger
477,NOM_477,PRENOM_477,34,175.71,82.08,7338.41,733.841,Moyen
478,NOM_478,PRENOM_478,28,191.1,88.45,10520.84,1052.084,Moyen
479,NOM_479,PRENOM_479,34,170.84,58.77,8041.85,804.1850000000001,Lèger
480,NOM_480,PRENOM_480,40,171.02,87.92,10697.14,1069.714,Moyen
481,NOM_481,PRENOM_481,29,158.02,56.39,9254.65,925.465,Lèger
482,NOM_482,PRENOM_482,21,167.87,57.56,6664.97,666.4970000000001,Lèger
483,NOM_483,PRENOM_483,32,158.2,80.75,12210.73,1221.073,Moyen
484,NOM_484,PRENOM_484,38,175.25,54.11,6810.14,681.0140000000001,Lèger
485,NOM_485,PRENOM_485,21,154.86,71.49,6386.79,638.6790000000001,Moyen
486,NOM_486,PRENOM_486,40,155.73,70.54,13434.2,1343.42,Moyen
487,NOM_487,PRENOM_487,24,152.2,80.98,10699.67,1069.967,Moyen
488,NOM_488,PRENOM_488,36,171.29,68.08,12389.81,1238.981,Lèger
489,NOM_489,PRENOM_489,27,169.63,94.72,7195.51,719.551,Lourd
490,NOM_490,PRENOM_490,21,183.95,93.03,6082.47,608.2470000000001,Lourd
491,NOM_491,PRENOM_491,28,176.7,56.99,7236.59,723.6590000000001,Lèger
492,NOM_492,PRENOM_492,41,150.99,63.54,11246.71,1124.671,Lèger
493,NOM_493,PRENOM_493,30,152.33,85.71,9156.74,915.674,Moyen
494,NOM_494,PRENOM_494,34,168.33,62.5,7589.29,758.9290000000001,Lèger
495,NOM_495,PRENOM_495,41,178.19,84.64,10425.13,1042.513,Moyen
496,NOM_496,PRENOM_496,34,182.55,80.59,7809.81,780.9810000000001,Moyen
497,NOM_497,PRENOM_497,33,162.85,83.02,11299.47,1129.947,Moyen
498,NOM_498,PRENOM_498,32,179.55,68.62,7950.79,795.0790000000001,Lèger
499,NOM_499,PRENOM_499,38,154.15,93.82,10260.65,1026.065,Lourd
500,NOM_500,PRENOM_500,38,193.88,78.76,10190.85,1019.085,Moyen
501,NOM_501,PRENOM_501,38,198.92,84.54,13668.8,1366.88,Moyen
502,NOM_502,PRENOM_502,31,168.98,83.34,10617.37,1061.737,Moyen
503,NOM_503,PRENOM_503,25,166.15,55.94,8061.33,806.133,Lèger
504,NOM_504,PRENOM_504,41,180.93,64.17,12061.03,1206.103,Lèger
505,NOM_505,PRENOM_505,35,170.4,68.32,9199.14,919.914,Lèger
506,NOM_506,PRENOM_506,21,160.53,73.46,7203.62,720.3620000000001,Moyen
507,NOM_507,PRENOM_507,26,191.02,78.18,8247.08,824.7080000000001,Moyen
508,NOM_508,PRENOM_508,42,173.56,61.49,7991.79,799.1790000000001,Lèger
509,NOM_509,PRENOM_509,36,163.14,86.96,9119.29,911.9290000000001,Moyen
510,NOM_510,PRENOM_510,27,193.32,78.79,12015.85,1201.585,Moyen
511,NOM_511,PRENOM_511,27,152.5,54.08,11915.55,1191.555,Lèger
512,NOM_512,PRENOM_512,28,154.2,82.33,10811.89,1081.189,Moyen
513,NOM_513,PRENOM_513,33,176.98,90.79,12926.0,1292.6000000000001,Lourd
514,NOM_514,PRENOM_514,40,151.33,86.16,13995.29,1399.5290000000002,Moyen
515,NOM_515,PRENOM_515,24,153.68,73.7,11639.26,1163.9260000000002,Moyen
516,NOM_516,PRENOM_516,34,160.5,52.13,12701.26,1270.1260000000002,Lèger
517,NOM_517,PRENOM_517,28,165.16,90.45,10507.73,1050.773,Lourd
518,NOM_518,PRENOM_518,21,170.19,75.57,6259.92,625.9920000000001,Moyen
519,NOM_519,PRENOM_519,40,152.66,80.98,12390.95,1239.0950000000003,Moyen
520,NOM_520,PRENOM_520,32,191.85,93.33,11631.55,1163.155,Lourd
521,NOM_521,PRENOM_521,30,174.24,54.12,7695.26,769.5260000000001,Lèger
522,NOM_522,PRENOM_522,38,187.61,73.75,13962.81,1396.281,Moyen
523,NOM_523,PRENOM_523,42,185.8,59.05,10562.86,1056.286,Lèger
524,NOM_524,PRENOM_524,29,161.04,71.01,13003.19,1300.3190000000002,Moyen
525,NOM_525,PRENOM_525,27,194.24,87.17,10181.25,1018.125,Moyen
526,NOM_526,PRENOM_526,26,161.97,59.37,12348.95,1234.8950000000002,Lèger
527,NOM_527,PRENOM_527,21,161.32,77.88,6822.47,682.2470000000001,Moyen
528,NOM_528,PRENOM_528,27,155.76,94.54,13030.45,1303.045,Lourd
529,NOM_529,PRENOM_529,26,171.68,84.93,7988.63,798.863,Moyen
530,NOM_530,PRENOM_530,32,178.98,68.45,12966.74,1296.674,Lèger
531,NOM_531,PRENOM_531,36,172.89,61.16,12166.22,1216.622,Lèger
532,NOM_532,PRENOM_532,38,191.85,65.13,10736.39,1073.639,Lèger
533,NOM_533,PRENOM_533,32,164.12,82.6,13633.76,1363.3760000000002,Moyen
534,NOM_534,PRENOM_534,40,153.05,67.68,12026.73,1202.673,Lèger
535,NOM_535,PRENOM_535,31,194.2,79.12,6337.66,633.7660000000001,Moyen
536,NOM_536,PRENOM_536,27,178.01,73.87,6832.09,683.2090000000001,Moyen
537,NOM_537,PRENOM_537,41,160.25,62.75,11551.13,1155.113,Lèger
538,NOM_538,PRENOM_538,34,185.36,76.02,13873.77,1387.3770000000002,Moyen
539,NOM_539,PRENOM_539,26,199.01,77.31,11643.77,1164.3770000000002,Moyen
540,NOM_540,PRENOM_540,30,155.3,54.02,12679.24,1267.924,Lèger
541,NOM_541,PRENOM_541,29,171.86,82.36,12994.28,1299.428,Moyen
542,NOM_542,PRENOM_542,33,193.53,93.19,11105.96,1110.596,Lourd
543,NOM_543,PRENOM_543,37,156.08,73.29,8555.31,855.531,Moyen
544,NOM_544,PRENOM_544,32,150.22,93.61,9276.87,927.6870000000001,Lourd
545,NOM_545,PRENOM_545,28,172.68,70.9,12893.12,1289.3120000000001,Moyen
546,NOM_546,PRENOM_546,39,180.7,93.69,6444.38,644.4380000000001,Lourd
547,NOM_547,PRENOM_547,32,160.7,73.77,10252.65,1025.265,Moyen
548,NOM_548,PRENOM_548,32,162.37,67.02,13984.35,1398.4350000000002,Lèger
549,NOM_549,PRENOM_549,39,183.73,76.93,10984.42,1098.442,Moyen
550,NOM_550,PRENOM_550,27,171.35,68.64,9890.83,989.0830000000001,Lèger
551,NOM_551,PRENOM_551,38,186.74,76.78,11897.31,1189.731,Moyen
552,NOM_552,PRENOM_552,21,156.26,55.52,12967.89,1296.789,Lèger
553,NOM_553,PRENOM_553,28,162.24,52.13,9677.79,967.7790000000001,Lèger
554,NOM_554,PRENOM_554,25,152.36,72.76,10191.8,1019.18,Moyen
555,NOM_555,PRENOM_555,32,179.61,86.43,13321.36,1332.1360000000002,Moyen
556,NOM_556,PRENOM_556,38,170.41,56.72,11898.77,1189.8770000000002,Lèger
557,NOM_557,PRENOM_557,24,175.68,55.2,12660.35,1266.035,Lèger
558,NOM_558,PRENOM_558,39,151.06,57.44,7931.19,793.119,Lèger
559,NOM_559,PRENOM_559,26,153.63,83.5,8929.79,892.9790000000002,Moyen
560,NOM_560,PRENOM_560,22,171.94,57.06,6632.97,663.297,Lèger
561,NOM_561,PRENOM_561,27,164.98,74.9,8791.71,879.1709999999999,Moyen
562,NOM_562,PRENOM_562,42,151.73,80.48,8963.58,896.3580000000001,Moyen
563,NOM_563,PRENOM_563,21,191.11,73.95,9000.85,900.085,Moyen
564,NOM_564,PRENOM_564,32,162.69,53.39,11946.85,1194.6850000000002,Lèger
565,NOM_565,PRENOM_565,35,158.43,83.37,13661.81,1366.181,Moyen
566,NOM_566,PRENOM_566,41,162.52,64.8,10561.52,1056.152,Lèger
567,NOM_567,PRENOM_567,34,165.35,82.19,7437.57,743.7570000000001,Moyen
568,NOM_568,PRENOM_568,28,162.04,87.98,13469.55,1346.955,Moyen
569,NOM_569,PRENOM_569,42,190.83,59.64,8985.68,898.5680000000001,Lèger
570,NOM_570,PRENOM_570,29,155.54,61.38,12466.19,1246.6190000000001,Lèger
571,NOM_571,PRENOM_571,22,153.34,50.62,8000.97,800.0970000000001,Lèger
572,NOM_572,PRENOM_572,23,173.44,68.92,10921.64,1092.164,Lèger
573,NOM_573,PRENOM_573,39,161.27,51.27,12386.73,1238.673,Lèger
574,NOM_574,PRENOM_574,35,170.98,66.13,6481.63,648.163,Lèger
575,NOM_575,PRENOM_575,21,168.01,73.15,12442.65,1244.265,Moyen
576,NOM_576,PRENOM_576,29,195.05,60.22,6703.81,670.3810000000001,Lèger
577,NOM_577,PRENOM_577,26,189.31,64.54,11910.27,1191.027,Lèger
578,NOM_578,PRENOM_578,35,158.17,53.69,9046.9,904.69,Lèger
579,NOM_579,PRENOM_579,38,183.55,70.87,10756.67,1075.6670000000001,Moyen
580,NOM_580,PRENOM_580,34,192.6,86.44,7535.94,753.594,Moyen
581,NOM_581,PRENOM_581,36,185.32,75.82,6849.25,684.9250000000001,Moyen
582,NOM_582,PRENOM_582,26,156.7,92.88,12481.63,1248.163,Lourd
583,NOM_583,PRENOM_583,35,176.2,58.0,11611.92,1161.192,Lèger
584,NOM_584,PRENOM_584,24,171.71,66.18,10841.46,1084.146,Lèger
585,NOM_585,PRENOM_585,35,182.6,75.26,9359.27,935.9270000000001,Moyen
586,NOM_586,PRENOM_586,37,169.92,66.66,8625.43,862.5430000000001,Lèger
587,NOM_587,PRENOM_587,37,192.64,91.52,6198.25,619.825,Lourd
588,NOM_588,PRENOM_588,31,182.59,85.63,11540.57,1154.057,Moyen
589,NOM_589,PRENOM_589,39,175.72,50.81,8235.24,823.524,Lèger
590,NOM_590,PRENOM_590,37,166.44,81.21,7569.93,756.993,Moyen
591,NOM_591,PRENOM_591,26,159.7,66.95,9067.41,906.741,Lèger
592,NOM_592,PRENOM_592,21,150.32,73.74,6942.08,694.2080000000001,Moyen
593,NOM_593,PRENOM_593,37,198.21,86.4,7312.27,731.2270000000001,Moyen
594,NOM_594,PRENOM_594,38,173.87,84.23,13560.76,1356.076,Moyen
595,NOM_595,PRENOM_595,21,160.4,74.37,10266.83,1026.683,Moyen
596,NOM_596,PRENOM_596,42,163.54,76.89,9301.7,930.1700000000001,Moyen
597,NOM_597,PRENOM_597,25,199.87,66.29,13463.04,1346.304,Lèger
598,NOM_598,PRENOM_598,29,180.96,69.31,7702.77,770.277,Lèger
599,NOM_599,PRENOM_599,24,170.17,75.46,13410.16,1341.016,Moyen
600,NOM_600,PRENOM_600,42,158.58,59.57,8757.6,875.7600000000001,Lèger
601,NOM_601,PRENOM_601,35,197.64,65.71,7760.16,776.0160000000001,Lèger
602,NOM_602,PRENOM_602,42,198.71,80.19,8178.29,817.8290000000001,Moyen
603,NOM_603,PRENOM_603,31,167.04,71.32,12936.38,1293.638,Moyen
604,NOM_604,PRENOM_604,29,179.67,52.35,10509.76,1050.976,Lèger
605,NOM_605,PRENOM_605,23,185.33,76.21,13516.63,1351.663,Moyen
606,NOM_606,PRENOM_606,27,190.25,52.67,6643.62,664.3620000000001,Lèger
607,NOM_607,PRENOM_607,29,161.56,81.71,8909.15,890.915,Moyen
608,NOM_608,PRENOM_608,26,194.51,63.47,11934.24,1193.424,Lèger
609,NOM_609,PRENOM_609,38,196.69,92.21,6682.95,668.2950000000001,Lourd
610,NOM_610,PRENOM_610,24,171.88,76.08,12287.53,1228.7530000000002,Moyen
611,NOM_611,PRENOM_611,33,165.11,84.25,6577.04,657.7040000000001,Moyen
612,NOM_612,PRENOM_612,23,169.76,79.25,13018.02,1301.8020000000001,Moyen
613,NOM_613,PRENOM_613,32,152.29,67.75,12537.75,1253.775,Lèger
614,NOM_614,PRENOM_614,24,166.08,71.35,9950.44,995.0440000000001,Moyen
615,NOM_615,PRENOM_615,37,150.57,73.55,11438.7,1143.8700000000001,Moyen
616,NOM_616,PRENOM_616,36,176.27,77.09,7492.37,749.2370000000001,Moyen
617,NOM_617,PRENOM_617,41,159.44,55.57,11239.54,1123.9540000000002,Lèger
618,NOM_618,PRENOM_618,21,192.05,56.14,13654.43,1365.4430000000002,Lèger
619,NOM_619,PRENOM_619,27,187.73,69.43,13034.94,1303.4940000000001,Lèger
620,NOM_620,PRENOM_620,37,167.06,66.06,10822.74,1082.2740000000001,Lèger
621,NOM_621,PRENOM_621,27,193.02,51.85,12016.68,1201.6680000000001,Lèger
622,NOM_622,PRENOM_622,26,182.5,62.0,7887.02,788.7020000000001,Lèger
623,NOM_623,PRENOM_623,34,189.12,93.7,7472.57,747.2570000000001,Lourd
624,NOM_624,PRENOM_624,30,157.9,93.59,13146.25,1314.625,Lourd
625,NOM_625,PRENOM_625,36,164.72,80.95,11697.0,1169.7,Moyen
626,NOM_626,PRENOM_626,39,197.45,88.09,10613.32,1061.332,Moyen
627,NOM_627,PRENOM_627,29,170.83,89.4,6798.06,679.806,Moyen
628,NOM_628,PRENOM_628,36,155.15,94.21,6145.71,614.571,Lourd
629,NOM_629,PRENOM_629,39,159.74,94.84,6886.65,688.665,Lourd
630,NOM_630,PRENOM_630,32,160.93,50.32,7346.15,734.615,Lèger
631,NOM_631,PRENOM_631,25,172.49,70.29,11711.59,1171.159,Moyen
632,NOM_632,PRENOM_632,36,198.68,86.89,6451.73,645.173,Moyen
633,NOM_633,PRENOM_633,41,156.74,71.08,9854.07,985.407,Moyen
634,NOM_634,PRENOM_634,22,180.86,78.83,7662.63,766.263,Moyen
635,NOM_635,PRENOM_635,29,159.4,58.74,8685.19,868.5190000000001,Lèger
636,NOM_636,PRENOM_636,39,179.23,84.48,8109.27,810.9270000000001,Moyen
637,NOM_637,PRENOM_637,42,183.52,50.97,13972.78,1397.2780000000002,Lèger
638,NOM_638,PRENOM_638,24,151.43,90.06,10939.81,1093.981,Lourd
639,NOM_639,PRENOM_639,24,163.81,88.36,8418.17,841.817,Moyen
640,NOM_640,PRENOM_640,42,151.51,78.78,11708.17,1170.817,Moyen
641,NOM_641,PRENOM_641,32,196.47,76.64,12061.73,1206.173,Moyen
642,NOM_642,PRENOM_642,25,158.83,92.22,11195.94,1119.594,Lourd
643,NOM_643,PRENOM_643,26,155.33,87.99,11118.44,1111.844,Moyen
644,NOM_644,PRENOM_644,24,191.68,67.54,7994.52,799.4520000000001,Lèger
645,NOM_645,PRENOM_645,23,169.17,81.83,11546.76,1154.6760000000002,Moyen
646,NOM_646,PRENOM_646,33,186.58,58.82,9489.88,948.9879999999999,Lèger
647,NOM_647,PRENOM_647,28,165.58,57.24,12116.84,1211.684,Lèger
648,NOM_648,PRENOM_648,24,187.03,71.68,11416.33,1141.633,Moyen
649,NOM_649,PRENOM_649,34,157.11,59.08,8257.67,825.767,Lèger
650,NOM_650,PRENOM_650,38,156.88,77.86,10881.95,1088.1950000000002,Moyen
651,NOM_651,PRENOM_651,42,188.66,60.02,9097.54,909.7540000000001,Lèger
652,NOM_652,PRENOM_652,35,155.04,93.51,7835.98,783.598,Lourd
653,NOM_653,PRENOM_653,38,199.02,50.32,7782.86,778.2860000000001,Lèger
654,NOM_654,PRENOM_654,29,167.12,65.46,10657.95,1065.795,Lèger
655,NOM_655,PRENOM_655,34,156.0,78.18,7606.39,760.6390000000001,Moyen
656,NOM_656,PRENOM_656,35,155.38,67.91,11866.42,1186.642,Lèger
657,NOM_657,PRENOM_657,36,179.15,82.85,12425.07,1242.507,Moyen
658,NOM_658,PRENOM_658,39,155.94,83.2,9456.03,945.6030000000001,Moyen
659,NOM_659,PRENOM_659,32,199.21,79.11,11559.89,1155.989,Moyen
660,NOM_660,PRENOM_660,27,183.3,59.84,6220.37,622.037,Lèger
